"issue","title","creator","state","comments","created","body"
1175,"NTR: hypoxic zone, anoxic zone","cmungall","open",0,"2021-06-15T03:09:34Z","The ENVO classification of oxic/anoxic/hypoxic water bodies is good:

![image](https://user-images.githubusercontent.com/50745/121985672-09c34c00-cd4a-11eb-8718-376503703fa7.png)

It looks like ""_X_oxic water"" material is only used to define lakes, not marine bodies. This is reasonable, as we don't see anoxic oceans (on Earth)

conversely, we have a class for 'marine anoxic zone'

![image](https://user-images.githubusercontent.com/50745/121986198-f49aed00-cd4a-11eb-9978-674a160a46bd.png)

this is an immaterial entity, and is not connected to the class for 'anoxic water'

I would like to add a material entity class for the general concept of hypoxic or dead zone. But I'm unsure how to do this without clashing with existing terminological patterns.

I can make a PR but need more guidance on the existing classification philosophy

 - option 1 (simple): Add non-exact synonyms ""Xocic zone"" or ""Xoxic water"" classes
     - even though the zone connotes a large material region rather than an arbitrary portion, the concepts are close enough
 - option 2 (harder)
     - create parallel ""Xoxic region"" classes for {an,hyp,''}oxic region [of {lake,marine body}]
     - decide how 'anoxic region of marine body' relates to existing ""marine anoxic zone"" class


As an aside, I suggest a minor modification here:

[Term]
id: ENVO:01001063
name: oxic water
def: ""Water which has an appreciable concentration of dissolved oxygen."" [ORCID:0000-0002-4366-3088, https://en.wikipedia.org/wiki/Hypoxia_(environmental)]
is_a: ENVO:00002006 ! liquid water

""appreciable"" is a bit vague. I believe the intent is to partition the oxicity space into anoxic, hypoxic, oxic (where oxic could encompass normal oxicity and hyperoxicity). I would make this explicit using JEPD axioms"
1174,"NTR: rainforest/rainforest biome and subtypes","cmungall","open",4,"2021-06-15T02:40:30Z","I'm looking for terms:

 -  ""tropical rainforest"" or ""tropical rainforest biome""
 -  ""temperate rainforest"" or ""temperate rainforest biome""

I would expect a general concept for ""rainforest"" as per https://earthobservatory.nasa.gov/biome/biorainforest.php

But I don't see this general concept in ENVO

![image](https://user-images.githubusercontent.com/50745/121983906-ec40b300-cd46-11eb-83d8-aa722404f4c4.png)

I see a concept for ""tropical forest"" _A forest ecosystem which is subject to tropical climate conditions._, but this is more general than ""tropical rainforest"" and includes e.g. dry broadleaf

I would make a PR but I am not sure I understand the classification principles here:

![image](https://user-images.githubusercontent.com/50745/121984479-e1d2e900-cd47-11eb-965b-f81299bca2c8.png)

In some cases X is subclassed to make 'X biome', but this is not done for all Xs, and there are no siblings for Xs that have not reached a climax community.  I am this is also covered in #1051

"
1173,"headwater fixes","cmungall","open",0,"2021-06-15T02:23:00Z","http://purl.obolibrary.org/obo/ENVO_00000153

[Term]
id: ENVO:00000153
name: headwater
def: ""The upper part of a river system, denoting the upper basin and source streams of a river."" [USGS:SDTS]
synonym: ""drainage basin"" RELATED  [ADL:FTT]
synonym: ""headstream"" RELATED  [ADL:FTT]
synonym: ""source"" RELATED  []
**synonym: ""stream"" BROAD  [ADL:FTT]
synonym: ""HEADWATER"" EXACT  [USGS:SDTS]
synonym: ""headwaters"" EXACT  [Geonames:feature]
xref: FTT:105
xref: FTT:1221
xref: FTT:1259
xref: FTT:220
xref: FTT:644
xref: Geonames:H.STMH
xref: TGN:21181
xref: https://en.wikipedia.org/wiki/Headwater
is_a: ENVO:01000813 ! astronomical body part
relationship: BFO:0000050 ENVO:00000023 ! part of stream
**relationship: BFO:0000051 ENVO:01000275 ! has part structural basin

 * Add related synonyms: river source, stream source
 * remove 'stream' as a synonym
 * I am not an expert but I am extremely dubious about the has-part some structural basin
 * Definition
     * the source is given generically as USGS:STDS. What is this? Can a specific ID or URL be provided?
     * ""denoting"": use/mention error
     * Definition is partly circular
     * Consider the simpler definition here https://en.wikipedia.org/wiki/River_source

http://purl.obolibrary.org/obo/ENVO_00000888

[Term]
id: ENVO:00000888
name: large river headwater biome
subset: wwfBiome
is_a: ENVO:01000253 ! freshwater river biome

 * no def
 * presumably this is the URL for this https://www.worldwildlife.org/biomes/large-river-headwater-ecosystems
 * there is nothing connecting this to headwater
 * I think a logical def would be overspecified, but I suggest
     def: A freshwater river biome that is large in scale and determined by the presence of headwaters. Examples are The Mississippi Piedmont, Guayanan highlands, Upper Amazon, Upper Paraná, Brazilian Shield, Congo Basin Piedmont. These biomes feed number of the world's largest and richest rivers https://www.worldwildlife.org/biomes/large-river-headwater-ecosystems
     subclass of: determined-by some headwaters
     
"
1172,"Issue 1160","kaiiam","open",14,"2021-06-09T19:25:52Z","@pbuttigieg @rduerr PR addressing https://github.com/EnvironmentOntology/envo/issues/1160 last batch of cryospheric work. "
1168,"Adding axioms to plastic-related terms","raissameyer","open",1,"2021-05-21T10:08:05Z","As announced in previous issues, we'll be adding axioms to plastic-related terms (added by @meichen-liu and @iwilkie, reviewed by @pbuttigieg and @raissameyer) in Phase 2 of this project, which begins with this issue.

The related issues and PRs are collected in https://github.com/EnvironmentOntology/envo/projects/17.


"
1167,"Post-merge curation of COVID transmission site terminology","pbuttigieg","open",0,"2021-05-19T17:15:46Z","With reference to #1166 #1105 

We're merging these in for expediency as they're part of a COVID text-mining project. 
However, there are several terms that need additional curation post hoc.

@ddooley has confirmed that synonym type changes, rearrangements in the hierarchies, modifications to textual and axiomatic defs, and modifications to labels providing the original label is added as a synonym (any type), will not affect their downstream uses.

The terms to curate are in the range:
ENVO:03501102 - 03501355


Note: this range also includes terms for food processing sites belonging to the MIxS food extension."
1165,"Set of terms that could go in ENVO rather than OBI","ddooley","open",2,"2021-05-18T06:33:23Z","OBI could take in these terms but the OBI curation team was wondering if ENVO wants them instead, esp. as they either very general, or pertain to agricultural sample collection?

LABEL | Parent | DEFINITION | DEF SOURCE
-- | -- | -- | --
hand scoop sample collection device | device | A device which is a rigid material scoop attached to a 50-100 centimetre handle which is stiff and durable. | https://www.grainscanada.gc.ca/en/grain-quality/sampling-grain/sampling-systems-handbook/sampling-systems-handbook-4.html
trier | device | A device which is a tapered hollow tube used in obtaining samples of bulk material for examination and testing. | https://www.grainscanada.gc.ca/en/grain-quality/sampling-grain/sampling-systems-handbook/sampling-systems-handbook-4.html
nobbe trier | trier | A trier which has a single oval opening near the pointed end. | https://www.grainscanada.gc.ca/en/grain-quality/sampling-grain/sampling-systems-handbook/sampling-systems-handbook-4.html
double sleeve trier | trier | A trier which has multiple chambers along its length, and a close fitting inner tube acting as a twistable valve to enable the chambers to be filled simultaneously. | https://www.grainscanada.gc.ca/en/grain-quality/sampling-grain/sampling-systems-handbook/sampling-systems-handbook-4.html
filter | device | A device which at least partially removes something from whatever passes through it. | http://purl.obolibrary.org/obo/NCIT_C41199
air filter | filter | A filter which at least partially removes particles from air. | http://purl.obolibrary.org/obo/NCIT_C49810
bag | container | A container which is flexible and can be opened. | 
vacuum device | device | A device which generates a vacuum to provide suction of material. | 

"
1163,"Adding missing defs detected in #1159","pbuttigieg","open",4,"2021-05-14T11:49:14Z","Description and progress notes in #1159 "
1160,"ESIP SEM-Harmo Cryohackathon sessions Feb - April 2021","kaiiam","open",6,"2021-05-12T19:33:21Z","As part of the ongoing work of the ESIP Semantic harmonization cluster's Global Cryosphere Watch (GCW) cryohackaton work over the period of February - April 2021, we @pbuttigieg @rduerr @brandonnodnarb and others worked on the following term set shown in the second sheet of this [ESIP_Cryo_hackathon_robot_template](https://docs.google.com/spreadsheets/d/1Xt3BHNz-pP2ggJq_asPPcuKuGEAKtbT3MU2wFLTnCmQ/edit?usp=sharing) for addition into ENVO, as well as mapping to SWEET. These contributions we conducted following the [ENVO Robot template and merge workflow](https://github.com/EnvironmentOntology/envo/wiki/ENVO-Robot-template-and-merge-workflow) created during the course of this and subsequent work. This issue is to document this work and create a new pull request to merge the contributions into ENVO. "
1159,"Terms missing definitions","wdduncan","open",10,"2021-05-12T14:44:32Z","@cmungall @kaiiam @pbuttigieg @turbomam while l working on creating subsets of terms for NMDC, I found a number of terms missing definitions.

IRI | Label
--|--
http://purl.obolibrary.org/obo/ENVO_00002259 | agricultural soil
http://purl.obolibrary.org/obo/ENVO_00000519 | agricultural terrace
http://purl.obolibrary.org/obo/ENVO_00002874 | air conditioning unit
http://purl.obolibrary.org/obo/ENVO_00002121 | alkaline salt lake
http://purl.obolibrary.org/obo/ENVO_00005745 | allotment garden
http://purl.obolibrary.org/obo/ENVO_00005759 | alluvial paddy field soil
http://purl.obolibrary.org/obo/ENVO_00005741 | alpine soil
http://purl.obolibrary.org/obo/ENVO_00002213 | anaerobic sludge blanket reactor
http://purl.obolibrary.org/obo/ENVO_01000439 | andesitic volcano
http://purl.obolibrary.org/obo/ENVO_00002204 | anthropogenic contamination feature
http://purl.obolibrary.org/obo/ENVO_00005742 | arable soil
http://purl.obolibrary.org/obo/ENVO_00000121 | artificial channel
http://purl.obolibrary.org/obo/ENVO_00005770 | beech forest soil
http://purl.obolibrary.org/obo/ENVO_01001476 | body of liquid
http://purl.obolibrary.org/obo/ENVO_00000541 | brackish pond
http://purl.obolibrary.org/obo/ENVO_00005760 | burned soil
http://purl.obolibrary.org/obo/ENVO_00002143 | calcite hot spring
http://purl.obolibrary.org/obo/ENVO_00003914 | chalk soil
http://purl.obolibrary.org/obo/ENVO_00002262 | clay soil
http://purl.obolibrary.org/obo/ENVO_00000416 | coastal dune
http://purl.obolibrary.org/obo/ENVO_01000102 | cold surface current
http://purl.obolibrary.org/obo/ENVO_00002153 | compost biofilter
http://purl.obolibrary.org/obo/ENVO_00005747 | compost soil
http://purl.obolibrary.org/obo/ENVO_00003893 | cosmetic product
http://purl.obolibrary.org/obo/ENVO_00003896 | currency note
http://purl.obolibrary.org/obo/ENVO_01000440 | dacitic volcano
http://purl.obolibrary.org/obo/ENVO_0010163 | dry river valley
http://purl.obolibrary.org/obo/ENVO_0010162 | dry stream valley
http://purl.obolibrary.org/obo/ENVO_00002260 | dune soil
http://purl.obolibrary.org/obo/ENVO_00005787 | eucalyptus forest soil
http://purl.obolibrary.org/obo/ENVO_00003894 | face cream product
http://purl.obolibrary.org/obo/ENVO_00005754 | fertilized soil
http://purl.obolibrary.org/obo/ENVO_00005755 | field soil
http://purl.obolibrary.org/obo/ENVO_01000253 | freshwater river biome
http://purl.obolibrary.org/obo/ENVO_00005765 | frozen compost soil
http://purl.obolibrary.org/obo/ENVO_00000000 | geographic feature
http://purl.obolibrary.org/obo/ENVO_00002112 | gold mine drainage
http://purl.obolibrary.org/obo/ENVO_00000548 | gravel field
http://purl.obolibrary.org/obo/ENVO_00005781 | heat stressed soil
http://purl.obolibrary.org/obo/ENVO_00005763 | humus-rich acidic ash soil
http://purl.obolibrary.org/obo/ENVO_00000089 | inland cliff
http://purl.obolibrary.org/obo/ENVO_00000532 | intermittent saline evaporation pond
http://purl.obolibrary.org/obo/ENVO_00012411 | karst cave
http://purl.obolibrary.org/obo/ENVO_00000397 | lake channel
http://purl.obolibrary.org/obo/ENVO_00000891 | large lake biome
http://purl.obolibrary.org/obo/ENVO_00000887 | large river biome
http://purl.obolibrary.org/obo/ENVO_00000889 | large river delta biome
http://purl.obolibrary.org/obo/ENVO_00000888 | large river headwater biome
http://purl.obolibrary.org/obo/ENVO_00005756 | lawn soil
http://purl.obolibrary.org/obo/ENVO_00005783 | leafy wood soil
http://purl.obolibrary.org/obo/ENVO_00005766 | limed soil
http://purl.obolibrary.org/obo/ENVO_00000396 | marine channel
http://purl.obolibrary.org/obo/ENVO_01000145 | marine coral reef back reef
http://purl.obolibrary.org/obo/ENVO_01000148 | marine coral reef buttress zone
http://purl.obolibrary.org/obo/ENVO_01000146 | marine coral reef crest
http://purl.obolibrary.org/obo/ENVO_01000149 | marine coral reef deep fore reef
http://purl.obolibrary.org/obo/ENVO_01000144 | marine coral reef flat zone
http://purl.obolibrary.org/obo/ENVO_01000147 | marine coral reef fore reef
http://purl.obolibrary.org/obo/ENVO_01000143 | marine reef
http://purl.obolibrary.org/obo/ENVO_01000150 | marine subtidal rocky reef
http://purl.obolibrary.org/obo/ENVO_00000509 | marine terrace
http://purl.obolibrary.org/obo/ENVO_00005761 | meadow soil
http://purl.obolibrary.org/obo/ENVO_00000510 | meander neck
http://purl.obolibrary.org/obo/ENVO_00010621 | medical instrument
http://purl.obolibrary.org/obo/ENVO_00002128 | mesophilic sulfur spring
http://purl.obolibrary.org/obo/ENVO_00005769 | mountain forest soil
http://purl.obolibrary.org/obo/ENVO_00002185 | oil reservoir
http://purl.obolibrary.org/obo/ENVO_00005740 | paddy field soil
http://purl.obolibrary.org/obo/ENVO_00003895 | paper product
http://purl.obolibrary.org/obo/ENVO_00005774 | peat soil
http://purl.obolibrary.org/obo/ENVO_00005776 | peaty paddy field soil
http://purl.obolibrary.org/obo/ENVO_00005764 | pond soil
http://purl.obolibrary.org/obo/ENVO_00000534 | pothole
http://purl.obolibrary.org/obo/ENVO_00002195 | pyritic acid mine drainage
http://purl.obolibrary.org/obo/ENVO_00000478 | range of mounts
http://purl.obolibrary.org/obo/ENVO_00000550 | range of seamounts
http://purl.obolibrary.org/obo/ENVO_00005790 | red soil
http://purl.obolibrary.org/obo/ENVO_01000652 | river channel
http://purl.obolibrary.org/obo/ENVO_00005788 | rubber plantation soil
http://purl.obolibrary.org/obo/ENVO_00002199 | sandy beach
http://purl.obolibrary.org/obo/ENVO_00005752 | sawah soil
http://purl.obolibrary.org/obo/ENVO_01000526 | sedimentary intrusion
http://purl.obolibrary.org/obo/ENVO_00000892 | small lake biome
http://purl.obolibrary.org/obo/ENVO_00000890 | small river biome
http://purl.obolibrary.org/obo/ENVO_00005784 | spruce forest soil
http://purl.obolibrary.org/obo/ENVO_01000650 | stream channel
http://purl.obolibrary.org/obo/ENVO_01000187 | subtropical savanna biome
http://purl.obolibrary.org/obo/ENVO_00002210 | sulfide-oxidizing bioreactor
http://purl.obolibrary.org/obo/ENVO_01000857 | temperate mediterranean sea biome
http://purl.obolibrary.org/obo/ENVO_01000189 | temperate savanna biome
http://purl.obolibrary.org/obo/ENVO_01000215 | temperate shrubland biome
http://purl.obolibrary.org/obo/ENVO_01000221 | temperate woodland biome
http://purl.obolibrary.org/obo/ENVO_00002211 | thermophilic anaerobic methanogenic reactor
http://purl.obolibrary.org/obo/ENVO_01000188 | tropical savanna biome
http://purl.obolibrary.org/obo/ENVO_01000214 | tropical shrubland biome
http://purl.obolibrary.org/obo/ENVO_00005778 | tropical soil
http://purl.obolibrary.org/obo/ENVO_01000220 | tropical woodland biome
http://purl.obolibrary.org/obo/ENVO_00002184 | underground physiographic feature
http://purl.obolibrary.org/obo/ENVO_00000104 | undersea feature
http://purl.obolibrary.org/obo/ENVO_00005786 | upland soil
http://purl.obolibrary.org/obo/ENVO_00005779 | vegetable garden soil
http://purl.obolibrary.org/obo/ENVO_00002926 | warm seep
http://purl.obolibrary.org/obo/ENVO_01000101 | warm surface current
http://purl.obolibrary.org/obo/ENVO_01000218 | xeric shrubland biome
"
1154,"NTR: bituminous sands","kaiiam","open",0,"2021-05-11T17:49:21Z","While discussing `bituminous sand` in https://github.com/EnvironmentOntology/envo/pull/1097 we @pbuttigieg @wdduncan and @turbomam decided it would also be good to have an astronomical body part term `bituminous sands` referring to the regions in Canada, Russia etc where fracking is done. We'll add to this exact synonyms `oil sands` and `tar sands`. 

When we make this issue let's also change the synonyms in `bituminous sand` away from `oil sands` and `tar sands` to the singular forms `oil sand` and `tar sand`. "
1147,"same term for bioreactor in OBI","cstoeckert","open",2,"2021-05-10T16:31:34Z","Both OBI and ENVO have a term for Bioreactor. 
http://purl.obolibrary.org/obo/OBI_0001046
We should coordinate. 
See also: https://github.com/obi-ontology/obi/issues/1345"
1141,"difference between shore, beach, and coast","cmungall","open",3,"2021-05-07T19:06:00Z","Let's look at the hierarchy around 'coast':

![image](https://user-images.githubusercontent.com/50745/117494238-e924fc80-af28-11eb-8503-17b3c812da22.png)

There are some unusual things here. If shore is part of coast, why isn't sea shore part of sea coast or lake shore part of lake coast? If beach is part of shore, why isn't sea beach part of sea shore? 

But my main question is what is the difference between beach, shore, and coast:

id: ENVO:00000091
name: beach
def: ""A landform consisting of loose rock particles such as sand, gravel, shingle, pebbles, cobble, or even shell fragments along the shoreline of a body of water."" [https://en.wikipedia.org/wiki/Beach]

id: ENVO:00000304
name: shore
def: ""That part of the land in immediate contact with a body of water including the area between high and low water lines."" [USGS:SDTS]

id: ENVO:01000687
name: coast
def: ""A coast is the area where land meets the sea, ocean, or lake."" [https://en.wikipedia.org/wiki/Coast]

These definitions seem both imprecise and highly overlapping. Note the definition of shoreline is being discussed over on #1122  

The definitions are also from mixed sources. I would recommend using the same source for related concepts to arrive at a coherent classification. I am not a geographer so I can't recommend specific ones, but as an example of how we might approach this, we could take the NOAA shoreline definitions: https://shoreline.noaa.gov/glossary.html

"
1130,"Review FTT mappings","cmungall","open",0,"2021-05-06T22:48:50Z","From https://github.com/EnvironmentOntology/envo/pull/1107 discussion of mappings of 'landfill' to FTT


@pbuttigieg says:
> FFT is the Feature Type Thesaurus, and ADL is the Alexandra Digital Library. These are legacy annotations from ENVO's early days, but likely still valid.

This is correct, these were made in the early days

However, I am not sure these are still useful

For this class, we have two FTTs: FTT:621; FTT:624

I am not sure how to construct URLs for these, if I try

http://legacy.alexandria.ucsb.edu/gazetteer/FeatureTypes/ver100301/00000621.htm -- dumps
http://legacy.alexandria.ucsb.edu/gazetteer/FeatureTypes/ver100301/00000624.htm -- mine dumps

it's not clear why two were chosen here

I think it may be simplest to do some of these again

See also #1129   
"
1129,"Create SSSOM files for all mappings","cmungall","open",4,"2021-05-06T22:42:45Z","self-assigning

We should have SSSOM files for all mappings This will make explicit the things that are currently secret knowledge or implicit. E.g.

 - what abbrevs like FTT mean, and what URI they expand to
 - when mappings were made, who made them, and what method they used
 - whether the mappings are intended to be 1:1/exact, owl:Equivalent, or loose/close matches

In doing this we should review mappings such as those to FTT. Will make a new ticket

http://legacy.alexandria.ucsb.edu/gazetteer/FeatureTypes/ver100301/00000621.htm"
1128,"github pages is incorrectly configured","cmungall","open",3,"2021-05-06T20:20:04Z","https://github.com/EnvironmentOntology/envo/settings/pages

![image](https://user-images.githubusercontent.com/50745/117359987-157b4300-ae6d-11eb-909a-1c0bca26b331.png)

this isn't right. The envo site is on google sites, not github pages. 

We also have this

https://github.com/EnvironmentOntology/envo/blob/master/_config.yml

and this

https://github.com/EnvironmentOntology/envo/blob/master/CNAME

Which AFAICT does nothing?

IF we decide to switch from google sites to GH pages (this would be a good idea but would require work) THEN it should be driven by a new repo in https://github.com/EnvironmentOntology called environmentontology.github.io

Proposed actions:

 - go to https://github.com/EnvironmentOntology/envo/settings/pages and remove github pages
 - remove the file CNAME and _config.yml

aside: environmentontology.org is still going through a proxy satin.lbl.gov, this is not necessary, @kltm and I have discussed this, but this fix would be a separate ticket"
1111,"Pattern for pipeline network terms","kaiiam","open",2,"2021-05-03T15:44:49Z","Following up on @turbomam 's https://github.com/EnvironmentOntology/envo/pull/1097 there is an opportunity to create a pattern for pipeline network terms where each terms is capable/linked to the transport of some material, e.g. `oil` or `water`. `natural gas` etc. It would be good to expand the machine readable semantics on these terms. "
1110,"New Term Requests","lschriml","open",8,"2021-05-03T14:52:23Z","Hello Pier,
     These are term requests for the Disease Ontology project. 
We are integrating environmental drivers of disease.
These terms are being integrated with ExO and ECTO stressors (@laurenechan).

Cheers,
Lynn

**secondhand smoke**
   --> potential parent term, **smoke**  http://purl.obolibrary.org/obo/ENVO_01000838
- An irritant that is secondhand tobacco smoke inhaled from another person's burning tobacco product or exhaled, or breathed out, by the person smoking.
- https://www.cdc.gov/tobacco/basic_information/secondhand_smoke/
- https://medlineplus.gov/secondhandsmoke.html
- https://pubmed.ncbi.nlm.nih.gov/28138005/
- 

  
**mother to child smoking**
 --> potential parent term, **smoke**  http://purl.obolibrary.org/obo/ENVO_01000838

  -- the smoke's chemicals are passed via the bloodstream to the child in utero 
- An irritant that is mother to child smoking exposure, for babies whose mothers smoke while pregnant.
- https://www.niehs.nih.gov/health/topics/agents/allergens/smoke/index.cfm; 
- https://www.cdc.gov/tobacco/basic_information/secondhand_smoke/children-home/index.htm



**hurricane**
 --> parent, **atmospheric storm**,    http://purl.obolibrary.org/obo/ENVO_01000877
- An ecological pertubation that is a hurricane.
- https://tools.niehs.nih.gov/wetp/index.cfm?id=2472
- https://www.niehs.nih.gov/health/topics/agents/extremeweather/index.cfm

**heat**
  --> perhaps a 'physical quality' ?? 
    - exposure physical stress heat
- https://www.osha.gov/dte/outreach/intro_osha/intro_to_osha_english/slide18.html
- https://www.osha.gov/heat-exposure

**strobing light**
- A physical agent that is strobing light.
- https://ncceh.ca/documents/practice-scenario/health-effects-large-led-screens-local-residents
- https://austinpublishinggroup.com/clinical-neurology/fulltext/ajcn-v1-id1010.php"
1103,"further specify fluid environmental material","wdduncan","open",1,"2021-04-29T15:11:30Z","The term `fluid environmental material` is simply defined as:
```
A liquid or a gas.
```
and equivalent to:
```
'gaseous environmental material' or plasma or 'liquid environmental material'
```
Can make the definition a little tighter? E.g.:
```
An environmental material which is composed primarily of environmental gas, liquid, or plasma.
```

cc @cmungall @kaiiam @pbuttigieg @turbomam "
1102,"add ""contaminated"" pattern","wdduncan","open",0,"2021-04-29T14:54:26Z","We have a number of terms that contain the string ""contaminated"" (e.g., `contaminated air`, `contaminated soil`, `contaminated water`, etc.). 

Each seems to contain the axiom:
```
has_increased_levels_of some 
    ('material entity'
     and ('has role' some 
        (poison or 'environmental contaminant')))
```
Can we add this pattern to the `patterns` folder?

cc @cmungall @pbuttigieg @kaiiam @turbomam "
1093,"Merge agricultural process into agriculture","pbuttigieg","open",2,"2021-04-26T09:23:11Z","@marieALaporte

For coordination with AgrO, ENVO_01001246 shuold be obsoleted and subclasses transferred to ENVO_01001442. Add synonym ""agricultural process"" to agriculture. 

Add note to ""agriculture"" to look for subclasses in AgrO. "
1091,"Makefile implementation of ""ENVO Robot template and merge workflow"" wiki page?","turbomam","open",4,"2021-04-22T15:35:15Z","I have found the [ENVO Robot template and merge workflow wiki page](../wiki/ENVO-Robot-template-and-merge-workflow) very useful.

In fact, I implemented most of it, including `wget`-ing the template from Google Sheets in a [Makefile](https://github.com/EnvironmentOntology/envo/blob/mam-2021-04-13/Makefile) that I put at the root of an experimental branch.

I wouldn't push this new Makefile to the root of `master`, but I could add the rules to one of the other Makefiles, if someone let me know which to use.  @cmungall ? @pbuttigieg ?

```bash
 % find . -name Makefile    
```                                 
> ./Makefile
./mappings/Makefile
./src/gaz/Makefile
./src/gaz/diffs/Makefile
./src/envo/Makefile
./src/envo/diffs/Makefile
./src/envo/sources/Makefile
./src/envo/mappings/Makefile

`./Makefile` is the one I created. It also contains some queries for ID range assignments and utilization. I'm probably not saving those results in the best location. Same thing for the intermediate files from compiling the robot template.

I don't think I see any rules for compiling user-submitted robot templates in there yet

```bash
% grep -R template src/**/Makefile
```
> src/envo/Makefile:	dosdp-tools --table-format=csv --template=./patterns/$*.yaml --outfile=modules/$*.tmp.owl --obo-prefixes=true generate --infile=modules/$*.csv
src/envo/Makefile:	$(ROBOT) template --template $< -i imports/ro_import.owl -o $@.tmp.owl && mv $@.tmp.owl $@
MAM@MAM-M74 envo % 

"
1089,"Consolidate ROBOT templates from #1030 and #1075","turbomam","open",8,"2021-04-20T20:01:14Z","I have created a new [Google sheet](https://docs.google.com/spreadsheets/d/1OQOtSlSjuw4OKre9YNE25-x9XnSNYaSPvbx_UjNZoBA/edit?usp=sharing) with all 23 of the templated NTRs from 
https://docs.google.com/spreadsheets/d/1UQq_-tuIX0eQvQOxhf1u5vab4SzBlgIHpDvizv1GOnE for #1030 (8 terms)
and
https://docs.google.com/spreadsheets/d/10My7JyR1_GtHZK1mM9Qyx3PXYwn_0f_KYyc3Cm_0kpY for #1075 (15 terms)"
1087,"robot query errors with envo owl artifacts","turbomam","open",1,"2021-04-20T16:16:05Z","I just got an error running a pretty basic SPARQL query over envo-edit.owl with robot query

_query has been updated since original post_

```bash
MAM@MAM-M74 envo % cat src/envo/util/used_ids.rq
select ?s ?o 
where {?s a ?o}
limit 9
MAM@MAM-M74 envo % robot query \
--input src/envo/envo-edit.owl \
--query src/envo/util/used_ids.rq src/envo/util/reports/envo-idranges.tsv
```

> 2021-04-20 11:49:40,052 ERROR org.semanticweb.owlapi.rio.utils.RioUtils - Object URI was invalid: <http://purl.obolibrary.org/obo/ENVO_00010505> <http://www.geneontology.org/formats/oboInOwl#hasDbXref> <>.

And I get a diffeeent error running the same query over ./envo.owl

```bash
MAM@MAM-M74 envo % robot query \
--input envo.owl \
--query src/envo/util/used_ids.rq src/envo/util/reports/envo-idranges.tsv 
```

> 2021-04-20 11:55:06,361 ERROR org.obolibrary.robot.IOHelper - Input ontology contains 1 triple(s) that could not be parsed
<https://www.wikidata.org/wiki/Q2306597> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> _:genid2147498543.

Tagging @kaiiam as you suggested!

@cmungall have you seen this kind of thing before?"
1086,"Remove legacy synonyms on ice sheet","pbuttigieg","open",0,"2021-04-14T20:01:16Z","```
continental glacier; glacial tongue; Arctic pack; pack ice; bay ice; island ice; polar ice; continental ice; shelf ice; ice mass; polar ice pack; ice field; rock glacier; ICE FIELD
```"
1072,"ENVO is outside DL profile which causes reasoners to fail","wdduncan","open",23,"2021-03-23T21:55:06Z","When HermiT is used to reason over http://purl.obolibrary.org/obo/envo/releases/2020-06-10/envo.owl (current release), there are errors of the form:
```
An error occurred during reasoning: Non-simple property 'BFO_0000051' or its inverse appears in the cardinality restriction 'BFO_0000051 max 1 ENVO_01001771'..
java.lang.IllegalArgumentException: Non-simple property 'BFO_0000051' or its inverse appears in the cardinality restriction 'BFO_0000051 max 1 ENVO_01001771'
```
The reason for this is HermiT doesn't let you use cardinality constraints with non-simple object properties (i.e., object properties for which a characteristic such `Transitive` has been defined). ELK happily ignores such things :)

In the case of the specific error above, the error is due to this:
![image](https://user-images.githubusercontent.com/3186638/112223419-4a567200-8c00-11eb-8f5f-b549d73fb85d.png)

However, there are other examples, such as `biome` has the axiom:
![image](https://user-images.githubusercontent.com/3186638/112223714-a91beb80-8c00-11eb-9bc0-bcb7ac6122ef.png)

Not sure how we missed this before now ...

cc @cmungall 
"
1070,"NTR robot file of new transportation and medical infrastructure and other terms","ddooley","open",5,"2021-03-15T05:54:34Z","A [Google sheet ENVO tab](https://docs.google.com/spreadsheets/d/1FkC7p0vLbdoYoUgPMUhlvpHo26RqrP9FuUoXyQdrHGM/edit#gid=90525156)  of NTR requests which has been edited and reviewed for a number of months [edit] will soon exist as a Robot pull request. The terms are motivated by text mining and tagging of Covid19 related paper content.

One question is the overlap of some OMSRE hospital/clinic facilities, raised in OMSRE issue https://github.com/ufbmi/OMRSE/issues/157 . If there is no OMRSE impact on that chunk of the terminology, then the pull request will have about 260 terms.

A second ENVO batch edit that should be included in this involves a bit of a reorganization or touchup to some existing related ENVO terms, detailed in rows 271 - 292 of above google sheet. 

"
1069,"Accidental equivalent definitions","matentzn","open",2,"2021-03-11T01:32:11Z","The logical definitions for ENVO_01001479 and ENVO_01001784 are equivalent. To replicate the test (also useful for qc!)

```
robot reason -I http://purl.obolibrary.org/obo/envo.owl --equivalent-classes-allowed asserted-only -o reason.owl
```

"
